track_name,album_name,popularity,track_duration_ms,explicit,artist_id,release_year,artist_name,genres,charted_year,years_since_release
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,85,189893,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2021,1
Headlines,Take Care (Deluxe),85,235986,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2021,10
9,Views,84,255786,TRUE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2021,5
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",83,218364,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2021,1
Beauty And A Beat,Believe,85,227986,FALSE,1uNFoZAHBGtllmzznpCI3s,2012,Justin Bieber,,2021,9
Sorry,Purpose (Deluxe),87,200786,FALSE,1uNFoZAHBGtllmzznpCI3s,2015,Justin Bieber,,2021,6
Love Yourself,Purpose (Deluxe),87,233720,FALSE,1uNFoZAHBGtllmzznpCI3s,2015,Justin Bieber,,2021,6
STAY (with Justin Bieber),F*CK LOVE 3+: OVER YOU,82,141805,TRUE,1uNFoZAHBGtllmzznpCI3s,2021,Justin Bieber,,2021,0
Confident,Journals,87,248133,FALSE,1uNFoZAHBGtllmzznpCI3s,2014,Justin Bieber,,2021,7
Ghost,Justice,85,153190,FALSE,1uNFoZAHBGtllmzznpCI3s,2021,Justin Bieber,,2021,0
Baby,My World 2.0,86,214240,FALSE,1uNFoZAHBGtllmzznpCI3s,2010,Justin Bieber,,2021,11
What Do You Mean?,Purpose (Deluxe),84,205680,FALSE,1uNFoZAHBGtllmzznpCI3s,2015,Justin Bieber,,2021,6
bad guy,Playlist for Gamers,63,194839,FALSE,1uNFoZAHBGtllmzznpCI3s,2021,Justin Bieber,,2021,0
I Don't Care,+-=÷× (Tour Collection),76,219946,FALSE,1uNFoZAHBGtllmzznpCI3s,2024,Justin Bieber,,2021,3
DtMF,DeBÍ TiRAR MáS FOToS,97,237117,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
BAILE INoLVIDABLE,DeBÍ TiRAR MáS FOToS,96,367725,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
EoO,DeBÍ TiRAR MáS FOToS,94,204768,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
NUEVAYoL,DeBÍ TiRAR MáS FOToS,94,183685,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
VOY A LLeVARTE PA PR,DeBÍ TiRAR MáS FOToS,93,156364,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
VeLDÁ,DeBÍ TiRAR MáS FOToS,93,235336,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
Qué Pasaría...,Cosa Nuestra,91,191018,TRUE,4q3ewBCX7sLwd24euuV69X,2024,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,2
KLOuFRENS,DeBÍ TiRAR MáS FOToS,90,199114,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
LA CANCIÓN,OASIS,90,242573,FALSE,4q3ewBCX7sLwd24euuV69X,2019,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
WELTiTA,DeBÍ TiRAR MáS FOToS,89,187507,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2022,3
Cruel Summer,Lover,91,178426,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2022,3
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,85,228965,FALSE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2022,2
cardigan,folklore,86,239560,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2022,2
august,folklore,86,261922,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2022,2
Lover,Lover,87,221306,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2022,3
Blank Space,1989,74,231826,FALSE,06HL4z0CvFAxyc27GXpf02,2014,Taylor Swift,,2022,8
Don’t Blame Me,reputation,86,236413,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2022,5
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,83,218004,TRUE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2022,2
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,84,247160,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2022,5
Anti-Hero,Midnights,84,200690,FALSE,06HL4z0CvFAxyc27GXpf02,2022,Taylor Swift,,2022,0
NOKIA,$ome $exy $ongs 4 U,94,241023,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2022,3
One Dance,Views,89,173986,FALSE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2022,6
Passionfruit,More Life,87,298940,TRUE,3TVXtAsR1Inumwj472S9r4,2017,Drake,rap,2022,5
DIE TRYING,$ome $exy $ongs 4 U,87,195431,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2022,3
She Will,Tha Carter IV (Complete Edition),81,305840,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2022,11
God's Plan,Scorpion,86,198973,TRUE,3TVXtAsR1Inumwj472S9r4,2018,Drake,rap,2022,4
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,85,189893,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2022,0
Headlines,Take Care (Deluxe),85,235986,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2022,11
9,Views,84,255786,TRUE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2022,6
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",83,218364,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2022,0
Timeless (feat Playboi Carti),Hurry Up Tomorrow,95,256000,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2022,3
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),94,244684,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2023,The Weeknd,,2022,1
Starboy,Starboy,91,230453,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2022,6
Blinding Lights,After Hours,91,200040,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2022,2
Die For You,Starboy,88,260253,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2022,6
São Paulo (feat. Anitta),Hurry Up Tomorrow,88,301623,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2022,3
RATHER LIE (with The Weeknd),MUSIC,88,209680,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2022,3
The Hills,Beauty Behind The Madness,88,242253,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2015,The Weeknd,,2022,7
Save Your Tears,After Hours,88,215626,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2022,2
Cry For Me,Hurry Up Tomorrow,87,224136,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2022,3
FAKE LOVE,Love Yourself 轉 'Tear',81,242333,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2018,BTS,k-pop,2022,4
My Universe,Music Of The Spheres,79,226198,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2021,BTS,k-pop,2022,1
Dynamite,BE,81,199053,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2020,BTS,k-pop,2022,2
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,78,229773,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2019,BTS,k-pop,2022,3
Left and Right (Feat. Jung Kook of BTS),CHARLIE,76,154486,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2022,BTS,k-pop,2022,0
Butter,Proof,77,164952,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2022,BTS,k-pop,2022,0
Life Goes On,BE,77,207481,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2020,BTS,k-pop,2022,2
Run BTS,Proof,78,204939,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2022,BTS,k-pop,2022,0
DNA,Love Yourself 承 'Her',74,223122,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2017,BTS,k-pop,2022,5
Spring Day,You Never Walk Alone,77,274097,FALSE,3Nrfpe0tUJi4K4DXYWgMUX,2017,BTS,k-pop,2022,5
Cruel Summer,Lover,91,178426,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2023,4
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,85,228965,FALSE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2023,1
cardigan,folklore,86,239560,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2023,3
august,folklore,86,261922,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2023,3
Lover,Lover,87,221306,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2023,4
Blank Space,1989,74,231826,FALSE,06HL4z0CvFAxyc27GXpf02,2014,Taylor Swift,,2023,9
Don’t Blame Me,reputation,86,236413,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2023,6
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,83,218004,TRUE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2023,1
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,84,247160,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2023,6
Anti-Hero,Midnights,84,200690,FALSE,06HL4z0CvFAxyc27GXpf02,2022,Taylor Swift,,2023,1
DtMF,DeBÍ TiRAR MáS FOToS,97,237117,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
BAILE INoLVIDABLE,DeBÍ TiRAR MáS FOToS,96,367725,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
EoO,DeBÍ TiRAR MáS FOToS,94,204768,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
NUEVAYoL,DeBÍ TiRAR MáS FOToS,94,183685,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
VOY A LLeVARTE PA PR,DeBÍ TiRAR MáS FOToS,93,156364,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
VeLDÁ,DeBÍ TiRAR MáS FOToS,93,235336,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
Qué Pasaría...,Cosa Nuestra,91,191018,TRUE,4q3ewBCX7sLwd24euuV69X,2024,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,1
KLOuFRENS,DeBÍ TiRAR MáS FOToS,90,199114,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
LA CANCIÓN,OASIS,90,242573,FALSE,4q3ewBCX7sLwd24euuV69X,2019,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,4
WELTiTA,DeBÍ TiRAR MáS FOToS,89,187507,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2023,2
Timeless (feat Playboi Carti),Hurry Up Tomorrow,95,256000,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2023,2
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),94,244684,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2023,The Weeknd,,2023,0
Starboy,Starboy,91,230453,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2023,7
Blinding Lights,After Hours,91,200040,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2023,3
Die For You,Starboy,88,260253,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2023,7
São Paulo (feat. Anitta),Hurry Up Tomorrow,88,301623,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2023,2
RATHER LIE (with The Weeknd),MUSIC,88,209680,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2023,2
The Hills,Beauty Behind The Madness,88,242253,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2015,The Weeknd,,2023,8
Save Your Tears,After Hours,88,215626,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2023,3
Cry For Me,Hurry Up Tomorrow,87,224136,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2023,2
NOKIA,$ome $exy $ongs 4 U,94,241023,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2023,2
One Dance,Views,89,173986,FALSE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2023,7
Passionfruit,More Life,87,298940,TRUE,3TVXtAsR1Inumwj472S9r4,2017,Drake,rap,2023,6
DIE TRYING,$ome $exy $ongs 4 U,87,195431,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2023,2
She Will,Tha Carter IV (Complete Edition),81,305840,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2023,12
God's Plan,Scorpion,86,198973,TRUE,3TVXtAsR1Inumwj472S9r4,2018,Drake,rap,2023,5
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,85,189893,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2023,1
Headlines,Take Care (Deluxe),85,235986,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2023,12
9,Views,84,255786,TRUE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2023,7
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",83,218364,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2023,1
Morena,Mi Vida Mi Muerte,92,193728,FALSE,12GqGscKJx3aE4t07u7eVZ,2025,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,2
DOS DÍAS,INCÓMODO,88,153928,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
HOLLYWOOD,ÉXODO,85,284864,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
QLONA,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,0
LA PATRULLA,ÉXODO,84,130614,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
NUEVA VIDA,GÉNESIS,84,190680,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,0
Ella Baila Sola,DESVELADO,75,165671,FALSE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,0
SANTAL 33,ÉXODO,80,190303,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
LOS CUADROS,LOS CUADROS,81,160409,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
Bandida,Bandida,82,165026,TRUE,12GqGscKJx3aE4t07u7eVZ,2025,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,2
LUNA,FERXXOCALIPSIS,89,196800,FALSE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2023,0
PERRO NEGRO,nadie sabe lo que va a pasar mañana,86,162767,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2023,0
+57,+57,85,298130,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2023,1
Hey Mor,OzuTochi,83,196600,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,1
Feliz Cumpleaños Ferxxo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,83,155960,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,1
CLASSY 101,FERXXOCALIPSIS,80,195586,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2023,0
Normal,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,81,171880,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,1
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,82,207746,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2023,1
SE ME OLVIDA,SE ME OLVIDA,82,225373,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2023,1
LA INOCENTE,MICRODOSIS,82,202173,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,1
FE!N (feat. Playboi Carti),UTOPIA,88,191700,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2023,0
goosebumps,Birds In The Trap Sing McKnight,87,243836,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2016,Travis Scott,rap,2023,7
Open Arms (feat. Travis Scott),SOS,84,239613,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2023,1
SICKO MODE,ASTROWORLD,86,312820,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2023,5
Type Shit,WE DON'T TRUST YOU,85,228266,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2024,Travis Scott,rap,2023,1
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,85,175720,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2019,Travis Scott,rap,2023,4
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,85,194786,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2023,1
BUTTERFLY EFFECT,ASTROWORLD,84,190557,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2023,5
MY EYES,UTOPIA,84,251249,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2023,0
I KNOW ?,UTOPIA,83,211582,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2023,0
luther (with sza),GNX,92,177598,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,94,232186,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2018,SZA,r&b,2023,5
Snooze,SOS,90,201800,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,1
Saturn,SOS Deluxe: LANA,84,186191,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
Kill Bill,SOS,85,153946,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,1
Good Days,SOS,85,278480,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,1
BMF,SOS Deluxe: LANA,87,180746,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
Open Arms (feat. Travis Scott),SOS,84,239613,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,1
30 For 30 (with Kendrick Lamar),SOS Deluxe: LANA,86,278277,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
Nobody Gets Me,SOS,86,180853,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,1
Si Antes Te Hubiera Conocido,Si Antes Te Hubiera Conocido,94,195824,FALSE,790FomKkXshlbRYZFtlgla,2024,KAROL G,"reggaeton, latin, urbano latino",2023,1
PROVENZA,MAÑANA SERÁ BONITO,85,207626,FALSE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,0
Milagros,Milagros,87,235026,FALSE,790FomKkXshlbRYZFtlgla,2025,KAROL G,"reggaeton, latin, urbano latino",2023,2
TQG,MAÑANA SERÁ BONITO,85,197933,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,0
AMARGURA,MAÑANA SERÁ BONITO,85,170480,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,0
QLONA,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,0
+57,+57,85,298130,TRUE,790FomKkXshlbRYZFtlgla,2024,KAROL G,"reggaeton, latin, urbano latino",2023,1
LATINA FOREVA,LATINA FOREVA,85,159452,TRUE,790FomKkXshlbRYZFtlgla,2025,KAROL G,"reggaeton, latin, urbano latino",2023,2
MI EX TENÍA RAZÓN,MAÑANA SERÁ BONITO (BICHOTA SEASON),83,154374,FALSE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,0
X SI VOLVEMOS,MAÑANA SERÁ BONITO,81,200120,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,0
Summertime Sadness,Born To Die – Paradise Edition (Special Version),78,264773,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,11
Young And Beautiful,Young And Beautiful,89,236053,FALSE,00FQb4jTyendYWaN8pK0wa,2013,Lana Del Rey,,2023,10
Cinnamon Girl,Norman Fucking Rockwell!,88,300683,FALSE,00FQb4jTyendYWaN8pK0wa,2019,Lana Del Rey,,2023,4
Say Yes To Heaven,Say Yes To Heaven,87,209156,FALSE,00FQb4jTyendYWaN8pK0wa,2023,Lana Del Rey,,2023,0
Brooklyn Baby,Ultraviolence (Deluxe),86,351640,TRUE,00FQb4jTyendYWaN8pK0wa,2014,Lana Del Rey,,2023,9
West Coast,Ultraviolence (Deluxe),86,256760,FALSE,00FQb4jTyendYWaN8pK0wa,2014,Lana Del Rey,,2023,9
Video Games,Born To Die – Paradise Edition (Special Version),75,281946,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,11
Born To Die,Born To Die – Paradise Edition (Special Version),72,286253,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,11
Diet Mountain Dew,Born To Die – Paradise Edition (Special Version),71,222920,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,11
Margaret (feat. Bleachers),Did you know that there's a tunnel under Ocean Blvd,83,339890,FALSE,00FQb4jTyendYWaN8pK0wa,2023,Lana Del Rey,,2023,0
Cruel Summer,Lover,91,178426,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2024,5
Fortnight (feat. Post Malone),THE TORTURED POETS DEPARTMENT,85,228965,FALSE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2024,0
cardigan,folklore,86,239560,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2024,4
august,folklore,86,261922,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2024,4
Lover,Lover,87,221306,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2024,5
Blank Space,1989,74,231826,FALSE,06HL4z0CvFAxyc27GXpf02,2014,Taylor Swift,,2024,10
Don’t Blame Me,reputation,86,236413,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2024,7
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,83,218004,TRUE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2024,0
I Don’t Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,84,247160,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2024,7
Anti-Hero,Midnights,84,200690,FALSE,06HL4z0CvFAxyc27GXpf02,2022,Taylor Swift,,2024,2
Timeless (feat Playboi Carti),Hurry Up Tomorrow,95,256000,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,1
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),94,244684,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2023,The Weeknd,,2024,1
Starboy,Starboy,91,230453,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2024,8
Blinding Lights,After Hours,91,200040,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2024,4
Die For You,Starboy,88,260253,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2024,8
São Paulo (feat. Anitta),Hurry Up Tomorrow,88,301623,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,1
RATHER LIE (with The Weeknd),MUSIC,88,209680,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,1
The Hills,Beauty Behind The Madness,88,242253,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2015,The Weeknd,,2024,9
Save Your Tears,After Hours,88,215626,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2024,4
Cry For Me,Hurry Up Tomorrow,87,224136,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,1
DtMF,DeBÍ TiRAR MáS FOToS,97,237117,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
BAILE INoLVIDABLE,DeBÍ TiRAR MáS FOToS,96,367725,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
EoO,DeBÍ TiRAR MáS FOToS,94,204768,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
