track_name,album_name,popularity,track_duration_ms,explicit,artist_id,artist_name,year
WELTiTA,DeBÍ TiRAR MáS FOToS,89,187507,FALSE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2023
Timeless (feat Playboi Carti),Hurry Up Tomorrow,95,256000,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),94,244684,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
Starboy,Starboy,91,230453,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
Blinding Lights,After Hours,91,200040,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
Die For You,Starboy,88,260253,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
São Paulo (feat. Anitta),Hurry Up Tomorrow,88,301623,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
RATHER LIE (with The Weeknd),MUSIC,88,209680,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
The Hills,Beauty Behind The Madness,88,242253,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
Save Your Tears,After Hours,88,215626,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
Cry For Me,Hurry Up Tomorrow,88,224136,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2023
NOKIA,$ome $exy $ongs 4 U,94,241023,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
One Dance,Views,89,173986,FALSE,3TVXtAsR1Inumwj472S9r4,Drake,2023
DIE TRYING,$ome $exy $ongs 4 U,87,195431,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
Passionfruit,More Life,87,298940,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
She Will,Tha Carter IV (Complete Edition),81,305840,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
God's Plan,Scorpion,85,198973,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,85,189893,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
Headlines,Take Care (Deluxe),84,235986,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
9,Views,83,255786,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",83,218364,TRUE,3TVXtAsR1Inumwj472S9r4,Drake,2023
Morena,Mi Vida Mi Muerte,92,193728,FALSE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
DOS DÍAS,INCÓMODO,88,153928,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
HOLLYWOOD,ÉXODO,85,284864,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
QLONA,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
LA PATRULLA,ÉXODO,84,130614,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
NUEVA VIDA,GÉNESIS,84,190680,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
Bandida,Bandida,82,165026,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
SANTAL 33,ÉXODO,80,190303,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
LOS CUADROS,LOS CUADROS,81,160409,TRUE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
Ella Baila Sola,DESVELADO,74,165671,FALSE,12GqGscKJx3aE4t07u7eVZ,Peso Pluma,2023
LUNA,FERXXOCALIPSIS,89,196800,FALSE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
PERRO NEGRO,nadie sabe lo que va a pasar mañana,86,162767,TRUE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
+57,+57,85,298130,TRUE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
Feliz Cumpleaños Ferxxo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,83,155960,FALSE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
Hey Mor,OzuTochi,83,196600,FALSE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
CLASSY 101,FERXXOCALIPSIS,80,195586,TRUE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
Normal,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,81,171880,TRUE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,82,207746,TRUE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
SE ME OLVIDA,SE ME OLVIDA,82,225373,TRUE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
LA INOCENTE,MICRODOSIS,81,202173,TRUE,2LRoIwlKmHjgvigdNGBHNo,Feid,2023
FE!N (feat. Playboi Carti),UTOPIA,88,191700,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
goosebumps,Birds In The Trap Sing McKnight,87,243836,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
Open Arms (feat. Travis Scott),SOS,84,239613,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
SICKO MODE,ASTROWORLD,85,312820,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
Type Shit,WE DON'T TRUST YOU,85,228266,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,85,175720,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,84,194786,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
BUTTERFLY EFFECT,ASTROWORLD,83,190557,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
MY EYES,UTOPIA,84,251249,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
I KNOW ?,UTOPIA,83,211582,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,2023
luther (with sza),GNX,93,177598,FALSE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,94,232186,TRUE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
Snooze,SOS,90,201800,TRUE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
Saturn,SOS Deluxe: LANA,84,186191,FALSE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
Kill Bill,SOS,85,153946,FALSE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
Good Days,SOS,85,278480,TRUE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
BMF,SOS Deluxe: LANA,87,180746,TRUE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
30 For 30 (with Kendrick Lamar),SOS Deluxe: LANA,86,278277,TRUE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
Open Arms (feat. Travis Scott),SOS,84,239613,FALSE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
Nobody Gets Me,SOS,86,180853,TRUE,7tYKF4w9nC0nq9CsPZTHyP,SZA,2023
Si Antes Te Hubiera Conocido,Si Antes Te Hubiera Conocido,94,195824,FALSE,790FomKkXshlbRYZFtlgla,KAROL G,2023
PROVENZA,MAÑANA SERÁ BONITO,85,207626,FALSE,790FomKkXshlbRYZFtlgla,KAROL G,2023
Milagros,Milagros,86,235026,FALSE,790FomKkXshlbRYZFtlgla,KAROL G,2023
TQG,MAÑANA SERÁ BONITO,85,197933,TRUE,790FomKkXshlbRYZFtlgla,KAROL G,2023
AMARGURA,MAÑANA SERÁ BONITO,85,170480,TRUE,790FomKkXshlbRYZFtlgla,KAROL G,2023
QLONA,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,790FomKkXshlbRYZFtlgla,KAROL G,2023
+57,+57,85,298130,TRUE,790FomKkXshlbRYZFtlgla,KAROL G,2023
MI EX TENÍA RAZÓN,MAÑANA SERÁ BONITO (BICHOTA SEASON),83,154374,FALSE,790FomKkXshlbRYZFtlgla,KAROL G,2023
X SI VOLVEMOS,MAÑANA SERÁ BONITO,81,200120,TRUE,790FomKkXshlbRYZFtlgla,KAROL G,2023
MAMIII,ESQUEMAS,79,226093,FALSE,790FomKkXshlbRYZFtlgla,KAROL G,2023
Summertime Sadness,Born To Die – Paradise Edition (Special Version),78,264773,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Young And Beautiful,Young And Beautiful,89,236053,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Cinnamon Girl,Norman Fucking Rockwell!,88,300683,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Say Yes To Heaven,Say Yes To Heaven,87,209156,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Brooklyn Baby,Ultraviolence (Deluxe),85,351640,TRUE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
West Coast,Ultraviolence (Deluxe),85,256760,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Video Games,Born To Die – Paradise Edition (Special Version),75,281946,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Diet Mountain Dew,Born To Die – Paradise Edition (Special Version),71,222920,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Born To Die,Born To Die – Paradise Edition (Special Version),72,286253,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
Margaret (feat. Bleachers),Did you know that there's a tunnel under Ocean Blvd,83,339890,FALSE,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2023
