track_name,album_name,popularity,track_duration_ms,explicit,artist_id,artist_name,year
Jocelyn Flores,17,82,119133,TRUE,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,2018
Look At Me!,Look At Me!,81,126345,TRUE,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,2018
BAD!,SKINS,78,94245,FALSE,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,2018
LA CANCIÓN,OASIS,90,242573,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
Azul,Colores,86,205933,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
X (feat. Maluma & Ozuna) - Remix,X (feat. Maluma & Ozuna) [Remix],86,235746,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
+57,+57,85,298130,TRUE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
No Me Conoce - Remix,Famouz,85,309120,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
Mi Gente,Vibras,79,185040,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
QUE PRETENDES,OASIS,83,222346,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
UN PESO,OASIS,81,277106,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
Downtown,Downtown,80,193456,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
X,Intimo,80,172854,FALSE,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,2018
Azizam,Azizam,92,162029,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Shape of You,÷ (Deluxe),91,233712,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Perfect,÷ (Deluxe),91,263400,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Photograph,x (Wembley Edition),73,258986,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Thinking out Loud,x (Wembley Edition),72,281560,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Shivers,=,85,207853,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Bad Habits,=,85,230746,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Old Phone,Old Phone,84,221831,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
Galway Girl,÷ (Deluxe),83,170826,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
I Don't Care,+-=÷× (Tour Collection),76,219946,FALSE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2018
