track_name,track_id,album_name,popularity,track_duration_ms,explicit,artist_id,release_year,artist_name,genres,charted_year,years_since_release
HOLLYWOOD,5GTBdEjZe7zEDp1N0eCZE4,ÉXODO,85,284864,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
QLONA,5RqSsdzTNPX1uzkmlHCFvK,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,2
LA PATRULLA,2aYZaN5SmkRDLsrrV8GkBQ,ÉXODO,84,130614,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
NUEVA VIDA,4Nf5EZ40JenjMUKXOiyRU5,GÉNESIS,84,190680,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,2
Ella Baila Sola,3qQbCzHBycnDpGskqOWY0E,DESVELADO,75,165671,FALSE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,2
SANTAL 33,02cRoSfWU3RJNFyU3o4lhV,ÉXODO,80,190303,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
LOS CUADROS,41EOhpn50qvd8iZSKw531W,LOS CUADROS,81,160409,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,1
Bandida,4dF08DjAjgactxNnsjRod6,Bandida,82,165026,TRUE,12GqGscKJx3aE4t07u7eVZ,2025,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2023,0
LUNA,7bywjHOc0wSjGGbj04XbVi,FERXXOCALIPSIS,89,196800,FALSE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2023,2
PERRO NEGRO,7iQXYTyuG13aoeHxGG28Nh,nadie sabe lo que va a pasar mañana,86,162767,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2023,2
+57,3mg9jYNC1NihbthlglzrWP,+57,85,298130,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2023,1
Hey Mor,1zsPaEkglFvxjAhrM8yhpr,OzuTochi,83,196600,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,3
Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,83,155960,FALSE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,3
CLASSY 101,1hZsWUnLbqRw09jLAMQSsb,FERXXOCALIPSIS,80,195586,TRUE,2LRoIwlKmHjgvigdNGBHNo,2023,Feid,"reggaeton, urbano latino",2023,2
Normal,0T2pB7P1VdXPhLdQZ488uH,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,81,171880,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,3
SORRY 4 THAT MUCH,63pLfjK6FvcYJYMGwtHjd6,SORRY 4 THAT MUCH,82,207746,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2023,1
SE ME OLVIDA,2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,82,225373,TRUE,2LRoIwlKmHjgvigdNGBHNo,2024,Feid,"reggaeton, urbano latino",2023,1
LA INOCENTE,5jt25aFjW2kNoBqaEVaz5W,MICRODOSIS,82,202173,TRUE,2LRoIwlKmHjgvigdNGBHNo,2022,Feid,"reggaeton, urbano latino",2023,3
FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,UTOPIA,88,191700,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2023,2
goosebumps,6gBFPUFcJLzWGx4lenP6h2,Birds In The Trap Sing McKnight,87,243836,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2016,Travis Scott,rap,2023,9
Open Arms (feat. Travis Scott),6koKhrBBcExADvWuOgceNZ,SOS,84,239613,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2023,3
SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,ASTROWORLD,86,312820,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2023,7
HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,86,175720,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2019,Travis Scott,rap,2023,6
Type Shit,28drn6tQo95MRvO0jQEo5C,WE DON'T TRUST YOU,85,228266,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2024,Travis Scott,rap,2023,1
Trance (with Travis Scott & Young Thug),5wG3HvLhF6Y5KTGlK0IW3J,HEROES & VILLAINS,85,194786,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2023,3
BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,ASTROWORLD,83,190557,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2023,7
MY EYES,4kjI1gwQZRKNDkw1nI475M,UTOPIA,84,251249,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2023,2
I KNOW ?,6wsqVwoiVH2kde4k4KKAFU,UTOPIA,83,211582,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2023,2
luther (with sza),2CGNAOSuO1MEFCbBRgUzjd,GNX,92,177598,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,Black Panther The Album Music From And Inspired By,94,232186,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2018,SZA,r&b,2023,7
Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,SOS,90,201800,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,3
Saturn,040I32EKLxQrkuxQu1pqvT,SOS Deluxe: LANA,85,186191,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,SOS,85,153946,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,3
Good Days,4PMqSO5qyjpvzhlLI5GnID,SOS,85,278480,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,3
BMF,3U3hFkMr0Q90pD24EkE3Pr,SOS Deluxe: LANA,87,180746,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
Open Arms (feat. Travis Scott),6koKhrBBcExADvWuOgceNZ,SOS,84,239613,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,3
Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,SOS,86,180853,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2022,SZA,r&b,2023,3
30 For 30 (with Kendrick Lamar),3aSWXU6owkZeVhh94XxEWO,SOS Deluxe: LANA,86,278277,TRUE,7tYKF4w9nC0nq9CsPZTHyP,2024,SZA,r&b,2023,1
Si Antes Te Hubiera Conocido,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,94,195824,FALSE,790FomKkXshlbRYZFtlgla,2024,KAROL G,"reggaeton, latin, urbano latino",2023,1
PROVENZA,3HqcNJdZ2seoGxhn0wVNDK,MAÑANA SERÁ BONITO,85,207626,FALSE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,2
Milagros,1B1maIpcMpPDZ8GT0WHT0V,Milagros,87,235026,FALSE,790FomKkXshlbRYZFtlgla,2025,KAROL G,"reggaeton, latin, urbano latino",2023,0
LATINA FOREVA,10MpBpx64MNixmUMNj7f6b,LATINA FOREVA,87,159452,TRUE,790FomKkXshlbRYZFtlgla,2025,KAROL G,"reggaeton, latin, urbano latino",2023,0
TQG,0DWdj2oZMBFSzRsi2Cvfzf,MAÑANA SERÁ BONITO,85,197933,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,2
AMARGURA,505v13epFXodT9fVAJ6h8k,MAÑANA SERÁ BONITO,85,170480,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,2
QLONA,5RqSsdzTNPX1uzkmlHCFvK,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,2
+57,3mg9jYNC1NihbthlglzrWP,+57,85,298130,TRUE,790FomKkXshlbRYZFtlgla,2024,KAROL G,"reggaeton, latin, urbano latino",2023,1
MI EX TENÍA RAZÓN,54zcJnb3tp9c5OVKREZ1Is,MAÑANA SERÁ BONITO (BICHOTA SEASON),83,154374,FALSE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,2
X SI VOLVEMOS,4NoOME4Dhf4xgxbHDT7VGe,MAÑANA SERÁ BONITO,81,200120,TRUE,790FomKkXshlbRYZFtlgla,2023,KAROL G,"reggaeton, latin, urbano latino",2023,2
Summertime Sadness,1Ist6PR2BZR3n2z2Y5R6S1,Born To Die – Paradise Edition (Special Version),78,264773,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,13
Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,89,236053,FALSE,00FQb4jTyendYWaN8pK0wa,2013,Lana Del Rey,,2023,12
Cinnamon Girl,2mdEsXPu8ZmkHRRtAdC09e,Norman Fucking Rockwell!,89,300683,FALSE,00FQb4jTyendYWaN8pK0wa,2019,Lana Del Rey,,2023,6
Say Yes To Heaven,6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,87,209156,FALSE,00FQb4jTyendYWaN8pK0wa,2023,Lana Del Rey,,2023,2
Brooklyn Baby,1NZs6n6hl8UuMaX0UC0YTz,Ultraviolence (Deluxe),86,351640,TRUE,00FQb4jTyendYWaN8pK0wa,2014,Lana Del Rey,,2023,11
West Coast,5Y6nVaayzitvsD5F7nr3DV,Ultraviolence (Deluxe),86,256760,FALSE,00FQb4jTyendYWaN8pK0wa,2014,Lana Del Rey,,2023,11
Video Games,3WD91HQDBIavSapet3ZpjG,Born To Die – Paradise Edition (Special Version),75,281946,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,13
Born To Die,5wEreUfwxZxWnEol61ulIi,Born To Die – Paradise Edition (Special Version),72,286253,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,13
Diet Mountain Dew,6BFnRhvKCclDQOajt8dBGi,Born To Die – Paradise Edition (Special Version),71,222920,FALSE,00FQb4jTyendYWaN8pK0wa,2012,Lana Del Rey,,2023,13
Margaret (feat. Bleachers),1o82DwNisONAd2mu1RcGE6,Did you know that there's a tunnel under Ocean Blvd,83,339890,FALSE,00FQb4jTyendYWaN8pK0wa,2023,Lana Del Rey,,2023,2
Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Lover,91,178426,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2024,6
Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,THE TORTURED POETS DEPARTMENT,85,228965,FALSE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2024,1
cardigan,4R2kfaDFhslZEMJqAFNpdd,folklore,86,239560,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2024,5
august,3hUxzQpSfdDqwM3ZTFQY0K,folklore,86,261922,FALSE,06HL4z0CvFAxyc27GXpf02,2020,Taylor Swift,,2024,5
Lover,1dGr1c8CrMLDpV6mPbImSI,Lover,87,221306,FALSE,06HL4z0CvFAxyc27GXpf02,2019,Taylor Swift,,2024,6
Blank Space,1p80LdxRV74UKvL8gnD7ky,1989,75,231826,FALSE,06HL4z0CvFAxyc27GXpf02,2014,Taylor Swift,,2024,11
Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,reputation,86,236413,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2024,8
I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,reputation Stadium Tour Surprise Song Playlist,84,247160,FALSE,06HL4z0CvFAxyc27GXpf02,2017,Taylor Swift,,2024,8
I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,THE TORTURED POETS DEPARTMENT,83,218004,TRUE,06HL4z0CvFAxyc27GXpf02,2024,Taylor Swift,,2024,1
Anti-Hero,0V3wPSX9ygBnCm8psDIegu,Midnights,84,200690,FALSE,06HL4z0CvFAxyc27GXpf02,2022,Taylor Swift,,2024,3
Timeless (feat Playboi Carti),0FIDCNYYjNvPVimz5icugS,Hurry Up Tomorrow,95,256000,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,0
"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Idol Episode 4 (Music from the HBO Original Series),94,244684,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2023,The Weeknd,,2024,2
Starboy,7MXVkk9YMctZqd1Srtv4MB,Starboy,91,230453,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2024,9
Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,After Hours,91,200040,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2024,5
Die For You,2LBqCSwhJGcFQeTHMVGwy3,Starboy,88,260253,FALSE,1Xyo4u8uXC1ZmMpatF05PJ,2016,The Weeknd,,2024,9
São Paulo (feat. Anitta),7DY756WOLyOz2Xnhw4EFiC,Hurry Up Tomorrow,88,301623,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,0
The Hills,7fBv7CLKzipRk6EC6TWHOB,Beauty Behind The Madness,88,242253,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2015,The Weeknd,,2024,10
RATHER LIE (with The Weeknd),68qeaZhtMZ6abrJCYt6nQn,MUSIC,88,209680,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,0
Save Your Tears,5QO79kh1waicV47BqGRL3g,After Hours,88,215626,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2020,The Weeknd,,2024,5
Cry For Me,3AWDeHLc88XogCaCnZQLVI,Hurry Up Tomorrow,87,224136,TRUE,1Xyo4u8uXC1ZmMpatF05PJ,2025,The Weeknd,,2024,0
DtMF,3sK8wGT43QFpWrvNQsrQya,DeBÍ TiRAR MáS FOToS,97,237117,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
BAILE INoLVIDABLE,2lTm559tuIvatlT1u0JYG2,DeBÍ TiRAR MáS FOToS,96,367725,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
EoO,6J5kc12BW5HuP3d7C3vvx8,DeBÍ TiRAR MáS FOToS,94,204768,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
NUEVAYoL,5TFD2bmFKGhoCRbX61nXY5,DeBÍ TiRAR MáS FOToS,94,183685,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
VOY A LLeVARTE PA PR,59D4DOkspUbWyMmbAPQkxZ,DeBÍ TiRAR MáS FOToS,93,156364,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
VeLDÁ,7d6yK8v8J484SWH5prIQiE,DeBÍ TiRAR MáS FOToS,93,235336,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
Qué Pasaría...,0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,91,191018,TRUE,4q3ewBCX7sLwd24euuV69X,2024,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,1
KLOuFRENS,4MUrUT38U98olfnyzMBCzm,DeBÍ TiRAR MáS FOToS,90,199114,TRUE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
LA CANCIÓN,0fea68AdmYNygeTGI4RC18,OASIS,89,242573,FALSE,4q3ewBCX7sLwd24euuV69X,2019,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,6
WELTiTA,5WEF0icHWmAZBBMglBd599,DeBÍ TiRAR MáS FOToS,89,187507,FALSE,4q3ewBCX7sLwd24euuV69X,2025,Bad Bunny,"reggaeton, trap latino, urbano latino, latin",2024,0
NOKIA,2u9S9JJ6hTZS3Vf22HOZKg,$ome $exy $ongs 4 U,94,241023,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2024,0
One Dance,1zi7xx7UVEFkmKfv06H8x0,Views,89,173986,FALSE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2024,9
Passionfruit,5mCPDVBb16L4XQwDdbRUpz,More Life,87,298940,TRUE,3TVXtAsR1Inumwj472S9r4,2017,Drake,rap,2024,8
DIE TRYING,0NUqi0ps17YpLUC3kgsZq0,$ome $exy $ongs 4 U,87,195431,TRUE,3TVXtAsR1Inumwj472S9r4,2025,Drake,rap,2024,0
She Will,0b4M7hd7mzLTm99MrMeZsp,Tha Carter IV (Complete Edition),81,305840,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2024,14
God's Plan,6DCZcSspjsKoFjzjrWoCdn,Scorpion,86,198973,TRUE,3TVXtAsR1Inumwj472S9r4,2018,Drake,rap,2024,7
WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,I NEVER LIKED YOU,85,189893,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2024,3
Headlines,6LxSe8YmdPxy095Ux6znaQ,Take Care (Deluxe),85,235986,TRUE,3TVXtAsR1Inumwj472S9r4,2011,Drake,rap,2024,14
9,1C7KSXR2GVxknex6I4ANco,Views,84,255786,TRUE,3TVXtAsR1Inumwj472S9r4,2016,Drake,rap,2024,9
Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,"Honestly, Nevermind",83,218364,TRUE,3TVXtAsR1Inumwj472S9r4,2022,Drake,rap,2024,3
BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,100,210373,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,1
WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,HIT ME HARD AND SOFT,96,261466,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,1
CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,HIT ME HARD AND SOFT,91,303440,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,1
lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),90,200185,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2018,Billie Eilish,,2024,7
Guess featuring billie eilish,0IsIY8pfu1yaGkPUD7pkDx,Brat and it’s completely different but also still brat,87,143330,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,1
ocean eyes,2uIX8YMNjGMD7441kqyyNU,Ocean Eyes,77,200560,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2016,Billie Eilish,,2024,9
when the party's over,43zdsphuZLzwA9k4DJhU0I,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",88,196077,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2019,Billie Eilish,,2024,6
"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",88,222369,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2023,Billie Eilish,,2024,2
LUNCH,629DixmZGHc7ILtEntuiWE,HIT ME HARD AND SOFT,88,179586,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2024,Billie Eilish,,2024,1
TV,3GYlZ7tbxLOxe6ewMNVTkw,Guitar Songs,87,281380,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,2022,Billie Eilish,,2024,3
FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,UTOPIA,88,191700,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2024,2
goosebumps,6gBFPUFcJLzWGx4lenP6h2,Birds In The Trap Sing McKnight,87,243836,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2016,Travis Scott,rap,2024,9
Open Arms (feat. Travis Scott),6koKhrBBcExADvWuOgceNZ,SOS,84,239613,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2024,3
SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,ASTROWORLD,86,312820,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2024,7
HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,86,175720,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2019,Travis Scott,rap,2024,6
Type Shit,28drn6tQo95MRvO0jQEo5C,WE DON'T TRUST YOU,85,228266,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2024,Travis Scott,rap,2024,1
Trance (with Travis Scott & Young Thug),5wG3HvLhF6Y5KTGlK0IW3J,HEROES & VILLAINS,85,194786,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2022,Travis Scott,rap,2024,3
BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,ASTROWORLD,83,190557,FALSE,0Y5tJX1MQlPlqiwlOH1tJY,2018,Travis Scott,rap,2024,7
MY EYES,4kjI1gwQZRKNDkw1nI475M,UTOPIA,84,251249,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2024,2
I KNOW ?,6wsqVwoiVH2kde4k4KKAFU,UTOPIA,83,211582,TRUE,0Y5tJX1MQlPlqiwlOH1tJY,2023,Travis Scott,rap,2024,2
Morena,4oB8Xd7gMlUEtWoD8bmCXW,Mi Vida Mi Muerte,92,193728,FALSE,12GqGscKJx3aE4t07u7eVZ,2025,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,0
DOS DÍAS,5lKFO0PrOC9jmOlPEdjHsL,INCÓMODO,88,153928,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
HOLLYWOOD,5GTBdEjZe7zEDp1N0eCZE4,ÉXODO,85,284864,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
QLONA,5RqSsdzTNPX1uzkmlHCFvK,MAÑANA SERÁ BONITO (BICHOTA SEASON),84,172797,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,2
LA PATRULLA,2aYZaN5SmkRDLsrrV8GkBQ,ÉXODO,84,130614,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
NUEVA VIDA,4Nf5EZ40JenjMUKXOiyRU5,GÉNESIS,84,190680,TRUE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,2
Ella Baila Sola,3qQbCzHBycnDpGskqOWY0E,DESVELADO,75,165671,FALSE,12GqGscKJx3aE4t07u7eVZ,2023,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,2
SANTAL 33,02cRoSfWU3RJNFyU3o4lhV,ÉXODO,80,190303,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
LOS CUADROS,41EOhpn50qvd8iZSKw531W,LOS CUADROS,81,160409,TRUE,12GqGscKJx3aE4t07u7eVZ,2024,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,1
Bandida,4dF08DjAjgactxNnsjRod6,Bandida,82,165026,TRUE,12GqGscKJx3aE4t07u7eVZ,2025,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",2024,0
Flashing Lights,5TRPicyLGbAF2LGBFbHGvO,Graduation,87,237506,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,18
Heartless,4EWCNWgDS8707fNSZ1oaA5,808s & Heartbreak,86,211000,FALSE,5K4W6rqBFWDnAN6FQUkS6x,2008,Kanye West,rap,2024,17
I Wonder,7rbECVPkY5UODxoOUVKZnA,Graduation,85,243440,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,18
Bound 2,3sNVsP50132BTNlImLx70i,Yeezus,85,229146,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2013,Kanye West,rap,2024,12
Runaway,3DK6m7It6Pw857FcQftMds,My Beautiful Dark Twisted Fantasy,84,547733,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2010,Kanye West,rap,2024,15
Can't Tell Me Nothing,0mEdbdeRFQwBhN4xfyIeUM,Graduation,84,271600,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,18
CARNIVAL,2McT2fkH0VDqPsbiB9HWPq,VULTURES 1,84,264334,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2024,Kanye West,rap,2024,1
Stronger,0j2T0R9dR9qdJYsB7ciXhf,Graduation,84,311866,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2007,Kanye West,rap,2024,18
All Falls Down,5SkRLpaGtvYPhw02vZhQQ9,The College Dropout,84,223506,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2004,Kanye West,rap,2024,21
Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,ye,83,215320,TRUE,5K4W6rqBFWDnAN6FQUkS6x,2018,Kanye West,rap,2024,7
we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,eternal sunshine,89,228639,FALSE,66CXWjxzNUsdJxJ2JdwvnR,2024,Ariana Grande,pop,2024,1
