track_name,album_name,popularity,track_duration_ms,explicit,artist_id,artist_name,year
"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? [From The Motion Picture ""Barbie""]",88,222369,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2019
when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",88,196077,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2019
LUNCH,HIT ME HARD AND SOFT,88,179586,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2019
TV,Guitar Songs,87,281380,FALSE,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2019
we can't be friends (wait for your love),eternal sunshine,89,228639,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
twilight zone,eternal sunshine deluxe: brighter days ahead (a cappella version),81,198320,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
supernatural,eternal sunshine,86,163381,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
One Last Time,My Everything (Deluxe),86,197266,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,After Hours (Deluxe),83,191013,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
Into You,Dangerous Woman,76,244453,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
7 rings,"thank u, next",85,178626,TRUE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
Dangerous Woman,Dangerous Woman,73,235946,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
the boy is mine,eternal sunshine,83,173639,TRUE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
dandelion,eternal sunshine deluxe: brighter days ahead (a cappella version),76,204815,FALSE,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,2019
DtMF,DeBÍ TiRAR MáS FOToS,97,237117,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
BAILE INoLVIDABLE,DeBÍ TiRAR MáS FOToS,96,367725,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
EoO,DeBÍ TiRAR MáS FOToS,94,204768,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
NUEVAYoL,DeBÍ TiRAR MáS FOToS,94,183685,FALSE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
VOY A LLeVARTE PA PR,DeBÍ TiRAR MáS FOToS,93,156364,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
VeLDÁ,DeBÍ TiRAR MáS FOToS,93,235336,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
Qué Pasaría...,Cosa Nuestra,91,191018,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
KLOuFRENS,DeBÍ TiRAR MáS FOToS,90,199114,TRUE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
LA CANCIÓN,OASIS,90,242573,FALSE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
WELTiTA,DeBÍ TiRAR MáS FOToS,89,187507,FALSE,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2019
