album_id,album_name,release_date,total_tracks,popularity,album_type,track_id,track_name,track_number,track_artists,track_duration_ms,track_explicit,charted_year,track_popularity,features
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,0Xek5rqai2jcOWCYWJfVCF,Enemies (feat. DaBaby),3,"Post Malone, DaBaby",196760,TRUE,2019,67,1
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,1YscJ7yVTlFxW3eF6pv5ba,Allergic,4,Post Malone,156893,TRUE,2019,62,0
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,2J0NXdHr6MYvKDSxB7k3V2,A Thousand Bad Times,5,Post Malone,221173,TRUE,2019,67,0
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,21jGcNKet2qwijlDFuPiPb,Circles,6,Post Malone,215280,FALSE,2019,88,0
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,2C6WXnmZ66tHhHlnvwePiK,Die For Me (feat. Future & Halsey),7,"Post Malone, Halsey, Future",245266,TRUE,2019,71,2
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,12Fkyg9lpmaz2zmKOfw2Y2,On The Road (feat. Meek Mill & Lil Baby),8,"Post Malone, Meek Mill, Lil Baby",218320,TRUE,2019,70,2
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),9,"Post Malone, Ozzy Osbourne, Travis Scott",229573,FALSE,2019,77,2
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,1ckLp8lCl8LipXI0ypX72m,I'm Gonna Be,10,Post Malone,200680,TRUE,2019,66,0
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,5KE9b4x7Zj2A8XtbkqhqTe,Staring At The Sun (feat. SZA),11,"Post Malone, SZA",168280,TRUE,2019,67,1
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,12,"Post Malone, Swae Lee",157560,FALSE,2019,85,1
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,0KAzP1Rbp0Vz5pw8i1KDDI,Internet,13,Post Malone,123386,TRUE,2019,57,0
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,0t3ZvGKlmYmVsDzBJAXK8C,Goodbyes (feat. Young Thug),14,"Post Malone, Young Thug",174853,TRUE,2019,79,1
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,2cvOfKHOHgwQlLiuLKP2xR,Myself,15,Post Malone,158120,TRUE,2019,62,0
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,6b2mfHMqWCA74XmUuVJm8r,I Know,16,Post Malone,141413,TRUE,2019,63,0
4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,17,85,album,7xQAfvXzm3AkraOtGPWIZg,Wow.,17,Post Malone,149546,TRUE,2019,79,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,39LmTF9RgyakzSYX8txrow,imagine,1,Ariana Grande,212266,TRUE,2019,70,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,1TEL6MlSSVLSdhOSddidlJ,needy,2,Ariana Grande,171573,TRUE,2019,73,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,4uTvPEr01pjTbZgl7jcKBD,NASA,3,Ariana Grande,182000,FALSE,2019,66,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,2hloaUoRonYssMuqLCBLTX,bloodline,4,Ariana Grande,216893,TRUE,2019,80,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,3wFLWP0FcIqHK1wb1CPthQ,fake smile,5,Ariana Grande,208880,TRUE,2019,64,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,5Il6Oe7lr5XM7A0cWbVQtr,bad idea,6,Ariana Grande,267106,FALSE,2019,68,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,27356GVuMPFWiJSZCragoM,make up,7,Ariana Grande,140693,TRUE,2019,62,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,2vdBo4ALPYbHRUPKgtE5iC,ghostin,8,Ariana Grande,271466,FALSE,2019,71,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,4T652DlATVHe0jdLKaN3Bw,in my head,9,Ariana Grande,222946,TRUE,2019,70,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,6ocbgoVGwYJhOv1GgI9NsF,7 rings,10,Ariana Grande,178626,TRUE,2019,85,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",11,Ariana Grande,207320,TRUE,2019,82,0
2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,12,83,album,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",12,Ariana Grande,190440,TRUE,2019,77,0
3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,15,75,album,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),1,"Ed Sheeran, Khalid",197866,FALSE,2019,74,1
3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,15,75,album,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),2,"Ed Sheeran, Camila Cabello, Cardi B",204466,FALSE,2019,75,2
3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,15,75,album,4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),3,"Ed Sheeran, Chance the Rapper, PnB Rock",206186,TRUE,2019,62,2
3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,15,75,album,1AI7UPw3fgwAFkvAlZWhE0,Take Me Back to London (feat. Stormzy),4,"Ed Sheeran, Stormzy",189733,TRUE,2019,66,1
3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,15,75,album,0VsGaRXR5WAzpu51unJTis,Best Part of Me (feat. YEBBA),5,"Ed Sheeran, Yebba",243266,FALSE,2019,61,1
3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,15,75,album,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),6,"Ed Sheeran & Justin Bieber, Justin Bieber",219946,FALSE,2019,71,1
