track_name,artist_name,lyrics
Milagros,KAROL G,"6 Contributors Translations Português English Milagros Lyrics [Letra de ""Milagros""] [Verso 1] Vivo la vida mía como si fuera el último día Me despierto siempre con alegría Un café caliente, una ducha fría Un beso pa' mami que está dormida No te despiertes, corazón, tú sigue soñando Tú sigue soñando Siempre que me levanto, me doy cuenta de lo bendecida Voy por el mundo haciendo lo mío Abriendo camino y cerrando heridas Dejando semillas en las orillas De cada corazón que me está escuchando Quе me está escuchando [Pre-Coro] Pa' qué más milagros Quе estar respirando Pa' qué más milagros quiero yo, corazón Que sentir tu mano [Coro] Sigo caminando en la dirección Que está diciéndome el corazón Llevo como brújula mi intuición Cada vez tengo más clara mi misión A veces visita la confusión Pero no falta la motivación De querer lograrlo De querer lograrlo Cada día más fuerte la conexión Con el que me manda la bendición Prendo una velita, hago una oración Pido por mi vida y por los que son Que tenga salud, que me cuide Dios Porque en la casita, tengo un amor Que me está esperando Que me está esperando [Puente] A veces la vida se pone dura Toca navegar el bote a oscuras A veces miro todo a blanco y negro El paisaje no siempre lleva pintura Hay cosas que a veces ni el tiempo cura Pero las heridas me hacen más dura Mucha gente queriendo tocar la cima Sin saber el frío que hace en las alturas [Verso 2] Aprendí a valorar la noche Me hice amiga de una tal ""luna"" Que me dice que no me olvide Que la vida es una fortuna Que me acepte con mis errores Con mis miedos y con mis dudas Pero caminando segura [Pre-Coro] Pa' qué más milagros Que estar respirando Pa' qué más milagros quiero yo, corazón Que sentir tu mano [Coro] Sigo caminando en la dirección Que está diciéndome el corazón Llevo como brújula mi intuición Cada vez tengo más clara mi misión A veces visita la confusión Pero no falta la motivación De querer lograrlo De querer lograrlo Cada día más fuerte la conexión Con el que me manda la bendición Prendo una velita, hago una oración Pido por mi vida y por los que son Que tenga salud, que me cuide Dios Porque en la casita, tengo un amor Que me está esperando Que me está esperando"
TQG,KAROL G,"49 Contributors Translations Deutsch English فارسی Português Français TQG Lyrics [Letra de ""TQG""] [Intro: KAROL G] La que te dijo que un vacío se llena con otra persona te miente E' como tapar una herida con maquillaje: no se ve, pero se siente Te fuiste diciendo que me superaste Ey y te conseguiste nueva novia Novia Lo que ella no sabe es que tú todavía Auh me está' viendo to'a' la historia' Papi [Coro: KAROL G] Bebé, ¿qué fue?, ¿no pues que muy tragaíto'? -íto' ¿Qué hace' buscándome el la'o? Si sabes que yo errore' no repito Eh, papi Dile a tu nueva bebé que por hombre' no compito Que deje de estar tirando, que al meno' yo te tenía bonito [Verso 1: Shakira] Verte con la nueva me dolió Dolió Pero ya estoy puesta pa' lo mío Lo que vivimos se me olvidó Y eso e' lo que te tiene ofendido Que hasta la vida me mejoró Por acá ya no eres bienvenido Vi lo que tu novia me tiró Eso no da ni rabia, yo me río, yo me río [Verso 2: KAROL G & Shakira ] No tengo tiempo pa' lo que no aporte, ya cambié mi norte Haciendo dinero como deporte Llenando la cuenta, los show', el parking y el pasaporte Ey 'Toy más dura dicen lo' reporte' Sí Ahora tú quiere' volver, se te nota, mmm, sí 'Pérame ahí, que yo soy idiota Ah Se te olvidó que estoy en otra Y que te quedó grande La Bichota [Coro: Shakira & KAROL G ] Bebé, ¿qué fue? Fue, ¿no pues que muy tragaíto'? Ah  ¿Qué haces buscándome el la'o? Ey Si sabes que yo errores no repito Dile a tu nueva bebé que por hombres no compito Que deje de estar tirando, que al meno' yo te tenía bonito  Shakira, Shakira  [Verso 3: Shakira & KAROL G ] Tú te fuiste y yo me puse triple M Más buena, más dura, más level Volver contigo never No, tú eras la mala suerte Porque ahora la' bendicione' me llueven Y quiere' volver, ya lo suponía Dándole like a la foto mía Tú buscando por fuera la comida Yo diciendo que era monotonía Y ahora quieres volver, ya lo suponía Dándole like a la foto mía A la mía Te ves feliz con tu nueva vida Pero si ella supiera que me busca' todavía [Coro: KAROL G & Shakira ] Bebé, ¿qué fue? Fue, ¿no pues que muy tragadito? Ah ¿Qué haces buscándome el la'o? Ey Si sabes que yo errores no repito Ey Dile a tu nueva bebé que por hombres no compito Mueve el culito Que no tiene buena mano, y al menos yo te tenía bonito [Outro: KAROL G & Shakira ]  O-O-Ovy On The Drums  Mi amor, es que usted se alejó mucho Y yo de lejos no veo, bebé TQM, pero TQG, jajaja Barranquilla, Medallo"
AMARGURA,KAROL G,"20 Contributors Translations Deutsch English Português AMARGURA Lyrics [Letra de ""AMARGURA""] [Intro] Si te dicen que yo me estoy curando, es la verdad Eey [Verso 1] Ayer te vi, aparentemente estabas contento, estabas feliz Besándola a ella, así como antes me besaba' a mí En parte me alegra que uno de los dos no esté llorando Ojalá me piense' de vez en cuando [Coro] Y aunque yo hago como si na' Baby, qué amargura me da saber que ahora Tú estás vacilando con otra Por fuera me río, pеro por adentro estoy rota Y aunque yo hago como si na' Papi Baby, qué amargura mе da saber que ahora Tú estás vacilando con otra Por fuera me río, pero por adentro estoy rota [Verso 2] Primero, quiero decirte que no hay un segundo que Piense que te lo dañó un tercero Sin ti se siente vacío el cuarto, insisto Polvo, llegábamos hasta el quinto Te extraño tanto, sin ti es distinto Me duele ver cómo me deja' en visto A veces pienso que me extraña' un poquito Yo misma lo' pajarito' me pinto Ey [Pre-Coro] Qué mal que ya no estés aquí Estaría tomándomelos contigo y no por ti, por ti En coleccionista me volví Guardando toa' las foto', me volví más devota y ni así [Coro] Y aunque yo hago como si na' Baby, qué amargura me da saber que ahora Tú estás vacilando con otra Por fuera me río, pero por adentro estoy rota Y aunque yo hago como si na' Papi Baby, qué amargura me da saber que ahora Tú estás vacilando con otra Por fuera me río, pero por adentro estoy rota [Outro] ¡Ey! ¡Esta canción que no me la pongan borracha, hijo 'e puta! O-O-Ovy On the Drums Baby, qué amargura me da"
QLONA,KAROL G,"12 Contributors Translations Deutsch English QLONA Lyrics [Letra de ""QLONA""] [Refrán: KAROL G, KAROL G & Peso Pluma ] Ayer te vi solita, esa carita bonita Diablo, qué mamacita Estás provocándome aunque lo haces sin querer Ya por ti pregunté y hace más de un mes Te dejaste con el bobo aquel [Coro: KAROL G & Peso Pluma ] Qué hijueputas ganas tengo de besarte Te vi en una foto y te imaginé sin ropa Te mentiría si no estoy loca por verte Con ese jeancito cómo te ves de culona Qué hijueputa gana tengo de besarte Te vi еn una foto y te imaginé sin ropa Te mentiría si no еstoy loco por darte Con ese jeancito cómo te ves de culona [Verso 1: KAROL G] Nos vamos de guayeteo, fumeteo, en la disco mero perreo Te pusiste minifalda pa' ver si yo te gateo Un besito pa' sentir ese goteo Y prendí la cámara pa' grabarte un video [Verso 2: Peso Pluma & KAROL G , Ambos ] No te voy a mentir, no paro 'e imaginarme tu culo en tanga Pónteme de espalda hasta que el sol salga Te pongas caliente y todo el cuerpo arda, arda Te pongas caliente como la arena Y ese culito blanco el sol te lo ponga moreno Lo tiene grandote por el entreno Empieza el toque-toque, mojaíta', flow sereno Te-Te-Te pone' caliente como la arena Y ese culito blanco el sol te lo ponga moreno Lo tiene grandote por el entreno Empieza el toque-toque , mojaíta'— [Coro: Peso Pluma & KAROL G ] Qué hijueputa gana tengo de besarte Te vi en una foto y te imaginé sin ropa Te mentiría si no estoy loco por darte Con ese jeancito cómo te ves de culona Qué hijueputas ganas tengo de besarte Te vi en una foto y te imaginé sin ropa Te mentiría si no estoy loca por verte Con ese jeancito cómo te ves de culona [Refrán: Peso Pluma, KAROL G & Ambos ] Ayer te vi solita, esa carita bonita Diablo, qué mamacita Estás provocándome aunque lo haces sin querer Ya por ti pregunté y hace más de un mes Te dejaste con el bobo aquel [Outro: KAROL G & Peso Pluma ] O-O-Ovy On The Drums Qué hijueputas ganas tengo de besarte Tengo de besarte Besarte, besarte Te mentiría si no estoy loca por verte Por verte, por verte Cu-Cu-Cu-Culona  Culona "
LATINA FOREVA,KAROL G,"13 Contributors Translations English Deutsch Português LATINA FOREVA Lyrics [Letra de ""LATINA FOREVA""] [Intro: KAROL G] Uh, yeah Él me estaba presionando y yo le dije: ""Deja que fluya"" Ya me estaba posteando, shh, papi, deja la bulla Aunque estemos perreando, no creas que voy a ser tuya Mmm [Verso 1: KAROL G] Ey, ahora todos quieren una colombiana Una puertorriqueña, una venezolana Una domi que lo mueva rico, mmm Y que lo prenda desde la mañana [Pre-Coro: KAROL G] No me decidía y a todas las invité Son tremendas mamis, todas tienen qué pique Teta y nalga, te-teta y nalga Teta y nalga, te-teta y nalga Esa curva no la tiene ni la NASCAR Esos planetas no los conoce la NASA Teta y nalga, te-teta y nalga Teta y nalga, te-te-te-te-te— [Coro: KAROL G] Qué chimba, ta buena la fiesta con ellas Mamacitas foreva, me quedo con mis nenas Latinas Eh, ta buena Oh la fiesta con ellas Mamacitas Eh foreva Oh Pa' que tenga este sabor toca que vuelva y nazca Nazca [Verso 2: KAROL G] Uh, tú que estabas pensando Que me iba esta noche contigo Te estás equivocando Esta noche juego para el otro equipo Vo'a comerme agrandado ese combito Uh Todas queríamos saoco al piso Todas nos dimos saoco al piso Siempre que hay perreo llaman la patrulla Porque aquí las babies ladran y maullan Si me emborracho, la culpa es mía Si estás celoso, la culpa es tuya [Pre-Coro: KAROL G] No me decidía y a todas las invité Son tremenda' mami', todas tienen qué piqué Teta y nalga, te-teta y nalga Teta y nalga, te-te-te-te-te— [Coro: KAROL G] Qué chimba, 'ta buena la fiesta con ellas Mamacitas foreva, me quedo con mis nenas Latinas, 'ta buena la fiesta con ellas Mamacitas foreva Pa que tenga este sabor toca que vuelva y nazca [Outro: KAROL G & Alexa Demie ] Pa' que tenga este sabor toca que vuelva y nazca, Eh, oh Son caprichosas porque no hay quién las complazca No hay quién las complazca Why does everybody ask me if I'm Latina? Isn't it obvious? Latina mami"
+57,KAROL G,"26 Contributors Translations Deutsch English 简体中文 Simplified Chinese +57 Lyrics [Letra de ""+57"" ft. Ovy On The Drums, J Balvin, Maluma, Ryan Castro & Blessd] [Intro: J Balvin & Feid ] Colombia gang O-O-Ovy On The Drums Wow [Pre-Coro: Feid & KAROL G ] Le dijo al novio que se iba a dormir ya Pero su amiga le dañó la mente Las 12:30 y se empezó a maquillar Dijo que llegaba en veinte Apagó el cel pa' no dejarse pillar La baby es mala pero inteligente, yeah [Coro: KAROL G & Feid ] Y aunque esa bebita tiene dueño, ella sale cuando quiera La nota está subiendo y ella perreando esa borrachera Pasa el chorro boca a boca, lo enrola y lo prende Y si le preguntan que si tiene novio, depende Wow  [Verso 1: Feid, Maluma & Ryan Castro ] Aquí lo que hay es exotic, pepa, guaro , Hpnotiq -tiq Un parche rela Pu , te ofrezco something Pa'-Pa' tomar, estás voladita, no te van a pillar Una mamacita desde los eighteen Entra a la disco y se le siente el ki Mami, estos shots yo me los doy por ti Eso allá atrá' está gigante, delicaíto', cógelo, qué aguante Mamacita desde los eighteen Entra a la disco y se le siente el ki Mami, estos shots yo me los doy por ti Es mucho lo que abajo carga, en el legging no cabe la nalga Jaja [Verso 2: Maluma] Ella tiene to' los código' Oh Escucha 2Pac y ese culito es notorio Le echo en el abdomen la cremita de Oreo Nasty Pa' gastarle en el tubo Chin, chin No la cartelean ni en el Q'hubo [Verso 3: Ryan Castro & DFZM ] Culo grande, culo grandote Awoo Shortes Machine pa' que todo eso se note Tra, tra Le tiro la labia pa' que se me empelote Me voy sin casco con ese tote ¡Pu-pu-pu! En la BlackBerry guardo tu PIN Si tiene una liendra, soy el remix Esa boquita, pa' darle unos kiss Ajá Yo la llamé pa' que pun, pa' que tin Yeah  [Coro: DFZM] Y aunque esa bebita tiene dueño, ella sale cuando quiera Ah-ah-ah La nota está subiendo y ella perreando en la borrachera Pasa el chorro boca a boca, lo enrola y lo prende Y si le preguntan que si tiene novio, depende [Verso 4: KAROL G, Ryan Castro & Blessd ] El culo es de ella y por ende se prende Zaga  Ella sabe con quién se atiende Parece inocente, esos ojitos mienten Y al gatito lo tiene ""depende"" Chupando bombón, mamacita esa grilla Ey En la disco nunca está en la silla No Pa' la buena suerte, tanguita amarilla Acicalaíta' por si alguien la pilla Chupando bombón, mamacita esa grilla En la disco nunca está en la silla Pa' la buena suerte, tanguita amarilla Acicalaíta' por si alguien la pilla Mamá  [Verso 5: Blessd] La gorra puesta, visajosa pa' salirle a usted bien chimba Jaja Esa sonrisa en su boquita me confirma Que ese culito suyo es mío con sello y firma Sí sabe, mor, al novio aplíquele la misma Jaja Porque yo la rompo Y ese parcero al lado mío es mero tonto Si está muy loco el fierro, yo se lo monto Porque en Medallo soy como Drake en Toronto [Verso 6: DFZM] Da-Da-Da-Dame ubi, dame time y yo le llego Me mira y se me entregó toda, ella no quiere boda Dice que coma callado y que coma ciego El sexo tiene código, que plata mata bonito Tiene lo suyo, ella no quiere jugar Ajá Conmigo se quiere quedar Me habla la real, 'tá jugando Fede Val Son las 11 p. m., saca ese culo a pasear [Verso 7: J Balvin, J Balvin & KAROL G , Blessd ] Rompe, rompe, rompe y dale a todo, ma, que nadie te pare Pide una de Ovy On The Drums, los novio' no valen En la disco, marihuana, trago y jale Tu novio, el chistoso, que le pare y le baje Quiere sentirse mujer No hay trago que valga, no hay makia que le salga a ella Quiere volver a sentir que está bella Jaja, ¿sí sabe, mi amor?  [Coro: Maluma, Maluma & KAROL G ] Y aunque esa bebita tiene dueño, ella sale cuando quiera Quiera La nota está subiendo y ella perreando esa borrachera Pasa el chorro boca a boca Boca, lo enrola Enrola y lo prende Y si le preguntan que si tiene novio, depende [Outro: J Balvin, Feid , Ryan Castro & KAROL G ] Yeah KAROL G-G, La Bichota Yeah  Feid, FERXXO Wow  Leggo Maluma, Don Juan, yeah Blessd, ¿sí sabe? Yeah  Awoo ¡Pu-pu-pu! , Ryan Castro DF Latino gang, gang Colombia gang, gang J Balvin, man, man Leggo, yeah Baby  Ovy On The Drums Yeah-yeah, yeah-yeah  Ovy en la batería, mami, mami, mami KEITYN, en la mira Colombia gang, gang, yeah Ay, eh, Ave María Ah Qué chimba"
MI EX TENÍA RAZÓN,KAROL G,"16 Contributors Translations English Deutsch Português MI EX TENÍA RAZÓN Lyrics [Letra de ""MI EX TENÍA RAZÓN""] [Verso 1] Contigo los días de playa me dan más calor Por ti me olvidé del pasado y no guardo rencor Bebé, en la cama me curaste to' lo que me dolía Me pusiste a latir donde ya no me latía A ti sí te creo cuando me dices ""mi amor"" [Coro] Mi ex tenía razón Dijo que no iba a encontrar uno como él Y me llegó uno mejor, que me trata mejor Mi ex tenía razón Cuando dijo que nadie me lo hará como él ¿Pa' qué le digo que no? Si me lo hace mejor [Verso 2] Todo me gusta al lado de ti En la fila no me tratan como en Fendi Y soy un maquinón , pero me tenían empty Me sentía fea como Betty y ahora soy pretty En la disco bajándome la botella 'e Moët Directo pa' la cama pa' que me lo hagan como es De verdad no sé por qué carajo fue que lloré Si ahora me doy cuenta que fui yo la que coroné [Puente] Contigo, mi amor Mi cama se lleva mejor, ey Ya no extraño la vida que tenía Cuando pienso en lo que decía [Coro] Mi ex tenía razón Dijo que no iba a encontrar uno como él Y me llegó uno mejor, que me trata mejor Mi ex tenía razón Cuando dijo que nadie me lo hará como él ¿Pa' qué le digo que no? Si me lo hace mejor [Puente Instrumental] [Outro] Mi ex tenía razón Cuando dijo que nadie me lo hará como él ¿Pa' qué le digo que no? Si me lo hace mejor Ey, mmm"
X SI VOLVEMOS,KAROL G,"21 Contributors Translations Português English Deutsch X SI VOLVEMOS Lyrics [Letra de ""X SI VOLVEMOS""] [Intro: KAROL G] No funcionamos No funcionamos Lo dimos todo, pero no se nos dio No Por eso nos vamos Nos vamos Pero antes de irnos [Coro: KAROL G] Vamo' a hacerlo por última vez, bebé Bebé Que en el amor no, pero en la cama nos entendemos Oh Es una porno, a mí me encanta cómo lo hacemos No borraré tu contacto y estoy al tanto por si volvemos Pero así no; ey [Verso 1: KAROL G] Por la orillita, se me cuida Ey Pero llama cuando quiere que te deje la cama destendida Los bellaqueo' no se olvidan No se olvidan; ey A nadie de confianza se le niega un polvo de despedida, ey Yo estoy puesta pa'l repeat Repeat Tú pon la cama, que yo pongo el krippy Krippy Para varear, en la playa en RD, Punta Cana Ah, ah En la ventana mirando la city [Puente: KAROL G] Ya sé que en el amor somo' un desastre -tre Yo soy bandida, y tú ere' gánster No sé cuánto tiempo malgastaste Intentando algo serio Ya sé que no soy lo que pensaste Eh-eh Pero desde que me besaste Con mi malicia te enviciaste Esto no es saludable, pero [Coro: KAROL G & Romeo Santos ] Vamo' a hacerlo por última vez, bebé  Bebé  Que en el amor no, pero en la cama nos entendemos Es una porno, a mí me encanta cómo lo hacemos  Cómo ching—, cómo ching—  No he borrado tu contacto y estoy al tanto por si volvemos  Pero así no  [Verso 2: Romeo Santos] Nuestro amor 'tá jodío' Pero qué sensación cuando en la cama se acaban los líos ¿Será que el sexo contigo es mi adicción? Amores tóxicos solo sirven pa' sin— Somos tan explícitos, pero llegó a su fin So nasty Despídete desnuda, con mi cel te voy grabando Yo te digo adiós dentro de ti Guarda este vídeo para cuando te haga falta Y estés moja'íta pensando en mí [Coro: KAROL G & Romeo Santos , Ambos ] Vamo' a hacerlo por última vez, bebé Bebé Que en el amor no, pero en la cama nos entendemos -demos  Es una porno, a mí me encanta cómo lo hacemos  Cómo ching—, cómo ching—  No he borrado tu contacto y estoy al tanto por si volvemos  Pero así no  [Outro: KAROL G & Romeo Santos ] Bebé, regálame una noche que no termine nunca Hoy es noche de sexo ¿Sí vienes? Jaja, tú supiste Mi Romeo, The King Con La Bichota O-O-Ovy On The Drums"
Summertime Sadness,Lana Del Rey,"178 Contributors Translations Ελληνικά Svenska Português Deutsch Français Nederlands Italiano Español Polski فارسی Українська Русский Russian Česky Türkçe Bahasa Indonesia 日本語 Japanese Dansk العربية Summertime Sadness Lyrics “Summertime Sadness” explores the atmosphere of a bittersweet summertime where Lana danced, cruised and felt electrified with a loved one. This song became a sleeper success from a dance remix by Cedric… Read More [Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best [Verse 1] I got my red dress on tonight Dancin' in the dark, in the pale moonlight Done my hair up real big, beauty queen style High heels off, I'm feelin' alive [Pre-Chorus] Oh my God, I feel it in the air Telephone wires above are sizzlin' like a snare Honey, I'm on fire, I feel it everywhere Nothin' scares me anymore One, two, three, four [Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best [Post-Chorus] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh [Verse 2] I'm feelin' electric tonight Cruisin' down the coast, goin' 'bout 99 Got my bad baby by my heavenly side I know, if I go, I'll die happy tonight [Pre-Chorus] Oh my God, I feel it in the air Telephone wires above are sizzlin' like a snare Honey, I'm on fire, I feel it everywhere Nothin' scares me anymore One, two, three, four [Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best [Post-Chorus] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh [Bridge] Think I'll miss you forever Like the stars miss the sun in the morning sky Later's better than never Even if you're gone, I'm gonna drive Drive Drive [Breakdown] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh [Chorus] Kiss me hard before you go Summertime sadness I just wanted you to know That, baby, you the best [Post-Chorus] I got that summertime, summertime sadness Su-su-summertime, summertime sadness Got that summertime, summertime sadness Oh, oh, oh"
Young And Beautiful,Lana Del Rey,"163 Contributors Translations Français Español Ελληνικά فارسی Nederlands Italiano Português Türkçe Dansk 日本語 Japanese Deutsch Українська Česky Young and Beautiful Lyrics From the soundtrack for the 2013 film version of The Great Gatsby. The song was also featured in the second trailer released for the film, and used throughout the film as a motif of Gatsby and Daisy’s… Read More [Verse 1] I've seen the world, done it all Had my cake now Diamonds, brilliant, and Bel Air now [Pre-Chorus] Hot summer nights, mid-July When you and I were forever wild The crazy days, city lights The way you'd play with me like a child [Chorus] Will you still love me when I'm no longer young and beautiful? Will you still love me when I got nothing but my aching soul? I know you will, I know you will, I know that you will Will you still love me when I'm no longer beautiful? [Verse 2] I've seen the world, lit it up as my stage now Channeling angels in the new age now [Pre-Chorus] Hot summer days , rock and roll The way you'd play for me at your show And all the ways I got to know Your pretty face and electric soul [Chorus] Will you still love me when I'm no longer young and beautiful? Will you still love me when I got nothing but my aching soul? I know you will, I know you will, I know that you will Will you still love me when I'm no longer beautiful? [Bridge] Dear Lord, when I get to Heaven Please, let me bring my man When he comes, tell me that You'll let him in Father, tell me if You can All that grace, all that body All that face makes me wanna party He's my sun, he makes me shine like diamonds [Chorus] And will you still love me when I'm no longer young and beautiful? Will you still love me when I got nothin' but my aching soul? I know you will, I know you will, I know that you will Will you still love me when I'm no longer beautiful? [Outro] Will you still love me when I'm no longer beautiful? Will you still love me when I'm not young and beautiful?"
Cinnamon Girl,Lana Del Rey,"164 Contributors Translations Español Português Italiano Français فارسی Polski Ελληνικά srpski Українська lingua Latina Latin العربية Deutsch Cinnamon Girl Lyrics In “Cinnamon Girl,” Lana Del Rey expresses conflicted feelings about an intense and possibly unhealthy relationship, while begging her love interest to nurture her instead of hurting her. In this song, Lana… Read More [Verse 1] Cinnamon in my teeth From your kiss, you're touching me All the pills that you take Violet, blue, green, red to keep me at arm's length don't work You try to push me out, but I just find my way back in Violet, blue, green, red to keep me out, I win [Chorus] There's things I wanna say to you But I'll just let you live Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to give But if you hold me without hurting me You'll be the first who ever did [Post-Chorus] Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did [Verse 2] Kerosene in my hands You make me mad, on fire again All the pills that you take Violet, blue, green, red to keep me at arm's length don't work [Chorus] There's things I wanna say to you But I'll just let you live Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to give But if you hold me without hurting me You'll be the first who ever did [Post-Chorus] Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did Ah, ah, ah, ah, ah, ah Hold me, love me, touch me, honey Be the first who ever did [Chorus] There's things I wanna say to you But I'll just let you live Like if you hold me without hurting me You'll be the first who ever did There's things I wanna talk about But better not to give Like if you hold me without hurting me You'll be the first who ever did"
Say Yes To Heaven,Lana Del Rey,"88 Contributors Translations Español Português 日本語 Japanese Italiano Ελληνικά Français Dansk Deutsch Türkçe Polski Say Yes To Heaven Lyrics “Say Yes To Heaven” was arguably Lana Del Rey’s most popular unreleased song by 2023, gaining popularity since 2016. The demand for an official release continued growing, gathering a large number of videos… Read More [Verse 1] If you dance, I'll dance And if you don't, I'll dance anyway Give peace a chance Let the fear you have fall away [Pre-Chorus] I've got my eye on you I've got my eye on you [Chorus] Say yes to Heaven Say yes to me Say yes to Heaven Say yes to me [Verse 2] If you go, I'll stay You come back, I'll be right here Like a barge at sea In the storm, I stay clear [Pre-Chorus] 'Cause I've got my mind on you I've got my mind on you [Chorus] Say yes to Heaven Say yes to me Say yes to Heaven Say yes to me [Verse 3] If you dance, I'll dance I'll put my red dress on, get it on And if you fight, I'll fight It doesn't matter now, it's all gone [Pre-Chorus] I've got my mind on you I got my mind on you [Chorus] Say yes to Heaven Say yes to me Say yes to Heaven Say yes to me [Outro] I've got my eye on you I've got my eye on you, mm I've got my eye on you I've got my eye on you"
Brooklyn Baby,Lana Del Rey,"144 Contributors Translations Ελληνικά Español Français Português Polski Türkçe Українська Deutsch Slovenščina Italiano Русский Russian Česky Brooklyn Baby Lyrics “Brooklyn Baby” is the fourth single released from Lana Del Rey’s third studio album, Ultraviolence. Like much of her music, it is steeped in nostalgia for an earlier period in American history. Like… Read More [Intro] Da-da-da-da-da-da-da Da-da-da-da-da-da-da Da-da-da-da-da-da-da [Verse 1] They say I'm too young to love you I don't know what I need They think I don't understand The freedom land of the seventies I think I'm too cool to know ya You say I'm like the ice, I freeze I'm churning out novels like Beat poetry on amphetamines [Pre-Chorus] I say I say [Chorus] Well, my boyfriend's in a band He plays guitar while I sing Lou Reed I've got feathers in my hair I get down to Beat poetry And my jazz collection's rare I can play most anything I'm a Brooklyn baby I'm a Brooklyn baby [Post-Chorus] Da-da-da-da-da-da Da-da-da-da-da-ya-da Pa-da-da-da-da-da-da [Verse 2] They say I'm too young to love you They say I'm too dumb to see They judge me like a picture book By the colors, like they forgot to read I think we're like fire and water I think we're like the wind and sea You're burning up, I'm cooling down You're up, I'm down You're blind, I see [Pre-Chorus] But I'm free, ooh I'm free [Chorus] Well, my boyfriend's in a band He plays guitar while I sing Lou Reed I've got feathers in my hair I get down to Beat poetry And my jazz collection's rare I can play most anything I'm a Brooklyn baby I'm a Brooklyn baby [Bridge] I'm talking 'bout my generation I'm talking 'bout my newer nation And if you don't like it, you can beat it Beat it, baby You never liked the way I said it If you don't get it, then forget 'Cause I don't have to fucking explain it [Chorus] And my boyfriend's in a band He plays guitar while I sing Lou Reed I've got feathers in my hair I get high on hydroponic weed And my jazz collection's rare I get down to Beat poetry I'm a Brooklyn baby I'm a Brooklyn baby [Post-Chorus] Pa-da-pa-pa, pa-de-da Te-de-de, da-da-ah Ooh, oh, woah-ah [Chorus] Yeah, my boyfriend's pretty cool But he's not as cool as me 'Cause I'm a Brooklyn baby I'm a Brooklyn baby [Outro] Pa-da-da-da-da-da-da Da-da-da-da-da, baby Ah-ta-da-da-da-da Da-da-da-da, baby Pa-da-da-da-da-da Pa-pa-da-pa-da, yeah Yeah, yeah"
West Coast,Lana Del Rey,"147 Contributors Translations Español Français Português Ελληνικά Nederlands Polski Türkçe Русский Russian Italiano Slovenščina Italiano Deutsch Українська Česky West Coast Lyrics “West Coast” is a surf-rock throwback produced by Dan Auerbach of The Black Keys. It uses the west coast to frame Lana Del Rey’s tale of leaving her lover to travel—only to return when she can’t bear missing… Read More [Verse 1] Down on the West coast, they got a sayin' ""If you're not drinkin', then you're not playin'"" But you've got the music You've got the music in you, don't you? Down on the West coast, I get this feeling like It all could happen, that's why I'm leaving You for the moment, you for the moment Boy Blue, yeah, you [Pre-Chorus] You're falling hard, I push away , I'm feelin' hot to the touch You say you miss me and I wanna say, ""I miss you so much"" But something keeps me really quiet, I'm alive, I'm a lush Your love, your love, my love [Chorus] I can see my baby swinging His Parliament's on fire and his hands are up On the balcony and I'm singing Ooh, baby, ooh, baby, I'm in love I can see my sweet boy swaying He's crazy y cubano como yo, la-la On the balcony and I'm saying Move, baby, move, baby, I'm in love [Post-Chorus] I'm in love I'm in love I'm in love I'm in love [Interlude] Mic-check One, two Two, two Get it, girl [Verse 2] Down on the West coast, they got their icons Their silver starlets, their Queens of Saigons And you've got the music You've got the music in you, don't you? Down on the West coast, they love their movies Their golden gods and rock 'n' roll groupies And you've got the music You've got the music in you, don't you? [Pre-Chorus] You push it hard, I pull away, I'm feeling hotter than fire I guess that no one ever really made me feel that much higher Te deseo, cariño, boy, it's you I desire Your love, your love, my love [Chorus] I can see my baby swinging His Parliament's on fire and his hands are up On the balcony and I'm singing Ooh, baby, ooh, baby, I'm in love I can see my sweet boy swaying He's crazy y cubano como yo, la-la On the balcony and I'm saying Move, baby, move, baby, I'm in love I can see my baby swinging His Parliament's on fire and his hands are up On the balcony and I'm singing Ooh, baby, ooh, baby, I'm in love I can see my sweet boy swaying He's crazy y cubano como yo, la-la On the balcony and I'm saying Move, baby, move, baby, I'm in love [Post-Chorus] I'm in love I'm in love"
